popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,The Pit and the Pendulum,Vincent Price|John Kerr|Barbara Steele|Luana Anders|Antony Carbone,80,Horror,2061-08-12,1961,1458972,14589722,13130750,Vincent Price
0,One-Eyed Jacks,Marlon Brando|Karl Malden|Katy Jurado|Pina Pellicer|Ben Johnson,141,Western|Action,2061-03-30,1961,43769167,31367903,-12401264,Marlon Brando
0,"One, Two, Three",James Cagney|Liselotte Pulver|Horst Buchholz|Pamela Tiffin|Howard St. John,115,Comedy|Family,2061-12-15,1961,21884583,29179444,7294861,James Cagney
0,Pocketful of Miracles,Glenn Ford|Bette Davis|Hope Lange|Arthur O'Connell|Peter Falk,136,Comedy|Drama,2061-12-18,1961,21155097,36474306,15319209,Glenn Ford
2,Psycho,Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam,109,Drama|Horror|Thriller,2060-08-14,1960,5949601,235934958,229985357,Anthony Perkins
1,The Magnificent Seven,Yul Brynner|Eli Wallach|Steve McQueen|Charles Bronson|Robert Vaughn,128,Action|Adventure|Western,2060-10-23,1960,14745934,36164405,21418471,Yul Brynner
1,Spartacus,Kirk Douglas|Laurence Olivier|Jean Simmons|Charles Laughton|Peter Ustinov,197,Action|Drama|History,2060-10-06,1960,88475609,442378047,353902438,Kirk Douglas
0,The Apartment,Jack Lemmon|Shirley MacLaine|Fred MacMurray|Ray Walston|Jack Kruschen,125,Comedy|Drama|Romance,2060-06-15,1960,22118902,184324186,162205284,Jack Lemmon
0,Cinderfella,Jerry Lewis|Ed Wynn|Judith Anderson|Henry Silva|Robert Hutton,91,Comedy|Romance,2060-12-18,1960,22118902,52348068,30229166,Jerry Lewis
2,Taxi Driver,Robert De Niro|Cybill Shepherd|Harvey Keitel|Jodie Foster|Peter Boyle,113,Crime|Drama,1976-02-08,1976,4981207,108293649,103312442,Robert De Niro
2,Rocky,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,119,Drama,1976-11-21,1976,4214867,449209681,444994814,Sylvester Stallone
1,Carrie,Sissy Spacek|Piper Laurie|Amy Irving|William Katt|Betty Buckley,98,Horror|Thriller,1976-11-03,1976,6897056,129511393,122614337,Sissy Spacek
0,The Omen,Gregory Peck|Lee Remick|David Warner|Billie Whitelaw|Harvey Stephens,111,Horror|Thriller,1976-06-06,1976,10728754,233438462,222709708,Gregory Peck
0,Logan's Run,Michael York|Richard Jordan|Jenny Agutter|Roscoe Lee Browne|Farrah Fawcett,120,Adventure|Action|Romance|Science Fiction,1976-06-23,1976,34485282,95792450,61307168,Michael York
0,King Kong,Jeff Bridges|Jessica Lange|Charles Grodin|John Randolph|Rene Auberjonois,134,Action|Adventure|Drama|Horror|Science Fiction,1976-09-08,1976,91960752,201602665,109641913,Jeff Bridges
0,All the President's Men,Robert Redford|Dustin Hoffman|Jack Warden|Martin Balsam|Hal Holbrook,138,Drama|History|Mystery|Thriller,1976-04-04,1976,32569433,270517880,237948447,Robert Redford
0,The Enforcer,Clint Eastwood|Tyne Daly|Harry Guardino|Bradford Dillman|John Mitchum,96,Action|Crime|Thriller,1976-12-21,1976,34485282,177162390,142677108,Clint Eastwood
0,Family Plot,Barbara Harris|Bruce Dern|Karen Black|William Devane|Ed Lauter,121,Comedy|Crime|Thriller,1976-04-09,1976,7663396,30270414,22607018,Barbara Harris
0,The Outlaw Josey Wales,Clint Eastwood|Chief Dan George|Sondra Locke|Bill McKinney|John Vernon,135,Drama|Western,1976-06-30,1976,14177282,121847997,107670715,Clint Eastwood
0,Marathon Man,Dustin Hoffman|Laurence Olivier|Roy Scheider|William Devane|Marthe Keller,125,Thriller,1976-10-05,1976,24906037,83182409,58276372,Dustin Hoffman
0,Network,Faye Dunaway|William Holden|Peter Finch|Robert Duvall|Wesley Addy,121,Drama,1976-11-01,1976,14560452,90772454,76212002,Faye Dunaway
0,The Pink Panther Strikes Again,Peter Sellers|Herbert Lom|Lesley-Anne Down|Burt Kwouk|Colin Blakely,103,Comedy|Mystery,1976-12-15,1976,22990188,129638609,106648421,Peter Sellers
0,A Star Is Born,Barbra Streisand|Kris Kristofferson|Gary Busey|Oliver Clark|Venetta Fields,139,Drama|Music|Romance,1976-12-16,1976,22990188,616903382,593913194,Barbra Streisand
0,The Bad News Bears,Walter Matthau|Tatum O'Neal|Christopher Daniel Barnes|Ben Piazza|Vic Morrow,102,Comedy|Family,1976-04-07,1976,134109430,135348188,1238758,Walter Matthau
2,Groundhog Day,Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray,101,Romance|Fantasy|Drama|Comedy,1993-02-11,1993,22038261,107031945,84993684,Bill Murray
2,The Nightmare Before Christmas,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix,76,Fantasy|Animation|Family,1993-10-09,1993,27170459,114167868,86997409,Danny Elfman
2,Schindler's List,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall,195,Drama|History|War,1993-11-29,1993,33208339,484941026,451732687,Liam Neeson
2,Jurassic Park,Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck,127,Adventure|Science Fiction,1993-06-11,1993,95096607,1388863311,1293766704,Sam Neill
1,Demolition Man,Sylvester Stallone|Wesley Snipes|Sandra Bullock|Nigel Hawthorne|Benjamin Bratt,115,Action|Adventure|Comedy|Science Fiction,1993-10-08,1993,86039787,240089904,154050117,Sylvester Stallone
1,Mrs. Doubtfire,Robin Williams|Sally Field|Pierce Brosnan|Harvey Fierstein|Polly Holliday,125,Comedy|Drama|Family,1993-11-24,1993,37736749,666108255,628371506,Robin Williams
1,The Fugitive,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore|Joe Pantoliano,130,Adventure|Action|Thriller|Crime|Mystery,1993-08-06,1993,66416678,556806879,490390201,Harrison Ford
1,In the Line of Fire,Clint Eastwood|Rene Russo|John Malkovich|Dylan McDermott|Gary Cole,128,Action|Drama|Thriller|Crime|Mystery,1993-07-08,1993,60378798,267171908,206793110,Clint Eastwood
1,Philadelphia,Tom Hanks|Denzel Washington|Jason Robards|Mary Steenburgen|Antonio Banderas,125,Drama|Mystery,1993-12-22,1993,39246219,311974896,272728677,Tom Hanks
1,Dazed and Confused,Jason London|Rory Cochrane|Wiley Wiggins|Sasha Jenson|Michelle Burke,102,Comedy|Drama,1993-09-24,1993,10415342,12065252,1649910,Jason London
1,Last Action Hero,Arnold Schwarzenegger|F. Murray Abraham|Art Carney|Charles Dance|Frank McRae,130,Adventure|Fantasy|Action|Comedy|Family,1993-06-17,1993,128304946,207247944,78942998,Arnold Schwarzenegger
1,A Perfect World,Kevin Costner|Clint Eastwood|Laura Dern|T.J. Lowther|Bradley Whitford,138,Crime|Drama|Thriller,1993-11-24,1993,45284098,203976183,158692085,Kevin Costner
1,Robin Hood: Men in Tights,Cary Elwes|Dom DeLuise|Roger Rees|Dave Chappelle|Eric Allan Kramer,104,Comedy,1993-07-28,1993,30189399,53948086,23758687,Cary Elwes
1,Cliffhanger,Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn,112,Action|Adventure|Thriller,1993-05-28,1993,105662897,384915158,279252261,Sylvester Stallone
1,Sliver,Sharon Stone|William Baldwin|Tom Berenger|Polly Walker|Colleen Camp,108,Drama|Thriller,1993-05-21,1993,60378798,175551356,115172558,Sharon Stone
1,Teenage Mutant Ninja Turtles III,Paige Turco|Stuart Wilson|Sab Shimono|Vivian Wu|Mark Caso,96,Action|Adventure|Comedy|Family|Fantasy,1993-03-17,1993,31,63,32,Paige Turco
0,Cool Runnings,Leon Robinson|Doug E. Doug|Rawle D. Lewis|Malik Yoba|John Candy,98,Comedy,1993-09-30,1993,21132579,233763161,212630582,Leon Robinson
0,Sleepless in Seattle,Tom Hanks|Meg Ryan|Bill Pullman|Ross Malinger|Rosie O'Donnell,105,Comedy|Drama|Romance,1993-06-24,1993,31698869,343857082,312158213,Tom Hanks
0,Tombstone,Kurt Russell|Val Kilmer|Sam Elliott|Bill Paxton|Stephen Lang,130,Action|Adventure|Drama|History|Western,1993-12-25,1993,37736749,85292698,47555949,Kurt Russell
0,For Love or Money,Michael J. Fox|Gabrielle Anwar|Anthony Higgins|Fyvush Finkel|Sandra Reaves-Phillips,94,Comedy|Romance,1993-10-01,1993,45284098,16824959,-28459139,Michael J. Fox
0,Carlito's Way,Al Pacino|Sean Penn|Penelope Ann Miller|John Leguizamo|Ingrid Rogers,144,Action|Crime|Drama|Thriller,1993-11-10,1993,45284098,55119823,9835725,Al Pacino
0,Hot Shots! Part Deux,Charlie Sheen|Lloyd Bridges|Valeria Golino|Richard Crenna|Rowan Atkinson,86,Action|Comedy|War,1993-05-21,1993,37736749,201895871,164159122,Charlie Sheen
0,True Romance,Christian Slater|Patricia Arquette|Michael Rapaport|Bronson Pinchot|Gary Oldman,120,Action|Thriller|Crime|Romance,1993-09-09,1993,18868374,18538632,-329742,Christian Slater
0,Super Mario Bros.,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens,104,Adventure|Comedy|Family|Fantasy,1993-05-27,1993,63397738,31464760,-31932978,Bob Hoskins
0,Sister Act 2: Back in the Habit,Whoopi Goldberg|Kathy Najimy|James Coburn|Barnard Hughes|Mary Wickes,107,Music|Comedy,1993-12-09,1993,57359858,86521352,29161494,Whoopi Goldberg
0,The Pelican Brief,Julia Roberts|Denzel Washington|Sam Shepard|William Atherton|John Lithgow,141,Action|Mystery|Thriller,1993-12-16,1993,67926148,294751265,226825117,Julia Roberts
0,The Three Musketeers,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell|Oliver Platt|Tim Curry,105,Action|Adventure|Comedy,1993-11-11,1993,45284098,81358687,36074589,Charlie Sheen
0,RoboCop 3,Robert John Burke|Nancy Allen|Mario Machado|Jodi Long|John Posey,104,Action|Adventure|Crime|Science Fiction|Thriller,1993-11-05,1993,33208339,16145607,-17062732,Robert John Burke
0,What's Eating Gilbert Grape,Johnny Depp|Leonardo DiCaprio|Juliette Lewis|Darlene Cates|Mary Steenburgen,118,Romance|Drama,1993-12-17,1993,16604169,45284098,28679929,Johnny Depp
0,Dennis the Menace,Walter Matthau|Mason Gamble|Joan Plowright|Christopher Lloyd|Lea Thompson,94,Family|Comedy,1993-06-23,1993,52831448,177016697,124185249,Walter Matthau
0,Kalifornia,Brad Pitt|David Duchovny|Juliette Lewis|Michelle Forbes|Kathy Larson,117,Thriller|Crime,1993-09-01,1993,13585229,3615529,-9969700,Brad Pitt
0,A Bronx Tale,Robert De Niro|Chazz Palminteri|Lillo Brancato|Francis Capra|Taral Hicks,121,Drama|Crime,1993-09-14,1993,33208339,26095562,-7112777,Robert De Niro
0,Manhattan Murder Mystery,Woody Allen|Diane Keaton|Jerry Adler|Alan Alda|Anjelica Huston,104,Comedy|Crime|Mystery|Thriller,1993-08-18,1993,20377844,17035256,-3342588,Woody Allen
0,Falling Down,Michael Douglas|Robert Duvall|Barbara Hershey|Rachel Ticotin|Frederic Forrest,113,Crime|Drama|Thriller,1993-02-26,1993,37736749,61742744,24005995,Michael Douglas
0,The Firm,Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Holly Hunter|Ed Harris,154,Drama|Mystery|Thriller,1993-06-30,1993,63397738,407931792,344534054,Tom Cruise
0,The Dark Half,Timothy Hutton|Amy Madigan|Michael Rooker|Julie Harris|Robert Joy,122,Mystery|Horror,1993-04-23,1993,22642049,16017227,-6624822,Timothy Hutton
0,Hocus Pocus,Bette Midler|Sarah Jessica Parker|Kathy Najimy|Omri Katz|Thora Birch,96,Comedy|Family|Fantasy,1993-07-16,1993,42265158,59646272,17381114,Bette Midler
0,In the Name of the Father,Daniel Day-Lewis|Emma Thompson|Pete Postlethwaite|John Lynch|Beatie Edney,133,Drama,1993-12-12,1993,19623109,99318386,79695277,Daniel Day-Lewis
0,Body Snatchers,Gabrielle Anwar|Terry Kinney|Billy Wirth|Christine Elise|Forest Whitaker,87,Horror|Science Fiction|Thriller,1993-06-09,1993,19623109,647363,-18975746,Gabrielle Anwar
0,Free Willy,Jason James Richter|Lori Petty|August Schellenberg|Michael Madsen|Jayne Atkinson,112,Family|Adventure,1993-07-16,1993,30189399,232003457,201814058,Jason James Richter
0,The Piano,Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin|Cliff Curtis,121,Romance|Drama,1993-05-19,1993,10566289,176155144,165588855,Holly Hunter
0,Geronimo: An American Legend,Jason Patric|Wes Studi|Gene Hackman|Robert Duvall|Matt Damon,115,Action|Drama|Western,1993-12-10,1993,52831448,28129908,-24701540,Jason Patric
0,The Good Son,Macaulay Culkin|Elijah Wood|Wendy Crewson|David Morse|Daniel Hugh Kelly,87,Drama|Horror|Thriller,1993-09-24,1993,25660989,67105718,41444729,Macaulay Culkin
0,Hard Target,Jean-Claude Van Damme|Arnold Vosloo|Lance Henriksen|Yancy Butler|Sven-Ole Thorsen,97,Action|Adventure|Crime|Thriller,1993-08-20,1993,27170459,111987088,84816629,Jean-Claude Van Damme
0,The Remains of the Day,Anthony Hopkins|Emma Thompson|James Fox|Christopher Reeve|Hugh Grant,134,Drama|Romance,1993-11-05,1993,17358904,35076928,17718024,Anthony Hopkins
0,Batman: Mask of the Phantasm,"Kevin Conroy|Dana Delany|Efrem Zimbalist, Jr.|Mark Hamill|Hart Bochner",76,Animation|Action|Adventure|Family,1993-12-25,1993,9056819,8479282,-577537,Kevin Conroy
0,The Age of Innocence,Daniel Day-Lewis|Michelle Pfeiffer|Winona Ryder|Alexis Smith|Geraldine Chaplin,139,Drama|Romance,1993-09-17,1993,51321978,48688617,-2633361,Daniel Day-Lewis
0,Alive,Ethan Hawke|Vincent Spano|Bruce Ramsay|David Kriegel|Josh Hamilton,120,Action|Adventure|Drama|Thriller,1993-01-15,1993,48303038,55448732,7145694,Ethan Hawke
0,Jason Goes to Hell: The Final Friday,Kane Hodder|John D. LeMay|Kari Keegan|Steven Williams|Steven Culp,87,Horror|Thriller,1993-08-13,1993,4528409,22,-4528387,Kane Hodder
0,National Lampoon's Loaded Weapon 1,Emilio Estevez|Samuel L. Jackson|Jon Lovitz|Tim Curry|Kathy Ireland,84,Comedy,1993-02-04,1993,12,40,28,Emilio Estevez
0,Rudy,Sean Astin|Jon Favreau|Ned Beatty|Greta Lind|Scott Benjaminson,114,Drama,1993-09-17,1993,18113639,34340989,16227350,Sean Astin
0,Beethoven's 2nd,Charles Grodin|Bonnie Hunt|Nicholle Tom|Christopher Castile|Sarah Rose Karr,89,Family|Comedy,1993-12-14,1993,22642049,178484356,155842307,Charles Grodin
0,So I Married an Axe Murderer,Mike Myers|Nancy Travis|Anthony LaPaglia|Amanda Plummer|Brenda Fricker,93,Comedy|Crime|Romance,1993-07-30,1993,30189399,17487938,-12701461,Mike Myers
0,The House of the Spirits,Meryl Streep|Glenn Close|Jeremy Irons|Winona Ryder|Antonio Banderas,140,Romance|Drama,1993-10-19,1993,37736749,9,-37736740,Meryl Streep
0,Indecent Proposal,Robert Redford|Demi Moore|Woody Harrelson|Seymour Cassel|Oliver Platt,117,Drama,1993-04-07,1993,57359858,402445913,345086055,Robert Redford
0,Menace II Society,Tyrin Turner|Larenz Tate|Glenn Plummer|Jada Pinkett Smith|Samuel L. Jackson,97,Drama|Action|Crime,1993-05-26,1993,5283144,42114211,36831067,Tyrin Turner
0,Body of Evidence,Madonna|Willem Dafoe|Julianne Moore|Anne Archer|JÃ¼rgen Prochnow,99,Drama|Thriller|Romance,1993-01-15,1993,45284098,20036092,-25248006,Madonna
0,Red Rock West,Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|J. T. Walsh|Timothy Carhart,98,Crime|Drama|Thriller,1993-06-16,1993,12075759,3018939,-9056820,Nicolas Cage
0,Leprechaun,Warwick Davis|Jennifer Aniston|Ken Olandt|Mark Holton|Robert Hy Gorman,92,Comedy|Horror|Thriller,1993-01-08,1993,1358522,12916443,11557921,Warwick Davis
0,Son of the Pink Panther,Roberto Benigni|Herbert Lom|Claudia Cardinale|Shabana Azmi|Debrah Farentino,93,Comedy|Foreign,1993-01-01,1993,37736749,3680134,-34056615,Roberto Benigni
0,Little Buddha,Keanu Reeves|Bridget Fonda|Chris Isaak|Ruocheng Ying|Alex Wiesendanger,140,Drama|History,1993-12-01,1993,52831448,7333214,-45498234,Keanu Reeves
0,Killing Zoe,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade|Tai Thai|Bruce Ramsay,96,Action|Crime|Drama|Thriller,1993-10-01,1993,2264204,632409,-1631795,Eric Stoltz
0,Poetic Justice,Janet Jackson|Tupac Shakur|Regina King|Joe Torry|Tyra Ferrell,109,Drama|Romance,1993-07-23,1993,21132579,41534252,20401673,Janet Jackson
0,Children of the Corn II: The Final Sacrifice,Terence Knox|Paul Scherrer|Ryan Bollman|Christie Clark|Rosalind Allen,92,Horror|Mystery,1993-01-29,1993,1358522,10537588,9179066,Terence Knox
0,The Joy Luck Club,Ming-Na Wen|Lauren Tom|Tamlyn Tomita|Rosalind Chao|Kiá»u Chinh,139,Drama,1993-09-08,1993,16604169,49602897,32998728,Ming-Na Wen
0,The Crush,Cary Elwes|Alicia Silverstone|Jennifer Rubin|Kurtwood Smith|Amber Benson,89,Drama|Thriller,1993-04-02,1993,9056819,20542974,11486155,Cary Elwes
0,Fire in the Sky,D. B. Sweeney|Robert Patrick|Craig Sheffer|Peter Berg|Henry Thomas,109,Drama|Horror|Thriller|Mystery,1993-03-12,1993,30016643,29773289,-243354,D. B. Sweeney
0,Only the Strong,Mark Dacascos|Geoffrey Lewis|Stacey Travis|Paco Christian Prieto|Todd Susman,99,Action,1993-08-27,1993,9056819,4956149,-4100670,Mark Dacascos
0,Man's Best Friend,Ally Sheedy|Lance Henriksen|Robert Costanzo|Fredric Lehne|John Cassini,97,Horror|Science Fiction|Thriller,1993-11-19,1993,9056819,19584823,10528004,Ally Sheedy
0,Dragon: The Bruce Lee Story,Jason Scott Lee|Lauren Holly|Robert Wagner|Michael Learned|Nancy Kwan,120,Drama|Action,1993-05-07,1993,21132579,95872087,74739508,Jason Scott Lee
0,Return of the Living Dead 3,Melinda Clarke|J. Trevor Edmond|Kent McCord|Sarah Douglas|James T. Callahan,97,Horror|Romance|Science Fiction,1993-10-01,1993,3018939,81823,-2937116,Melinda Clarke
0,Xi yan,Kuei Ya-Lei|Sihung Lung|May Chin|Winston Chao|Mitchell Lichtenstein,109,Comedy|Drama|Romance,1993-08-04,1993,1509469,10465848,8956379,Kuei Ya-Lei
2,The Jungle Book,Phil Harris|Sebastian Cabot|Louis Prima|George Sanders|Sterling Holloway,78,Family|Animation|Adventure,2067-10-18,1967,26147054,1345551058,1319404004,Phil Harris
2,The Graduate,Anne Bancroft|Dustin Hoffman|Katharine Ross|Murray Hamilton|Buck Henry,106,Comedy|Drama|Romance,2067-12-21,1967,19610291,682419190,662808899,Anne Bancroft
1,Casino Royale,David Niven|Peter Sellers|Ursula Andress|Orson Welles|Joanna Pettet,131,Adventure|Action|Comedy,2067-04-13,1967,78441164,272875358,194434194,David Niven
1,You Only Live Twice,Sean Connery|Akiko Wakabayashi|Karin Dor|Mie Hama|TetsurÅ Tamba,117,Action|Thriller|Adventure,2067-06-12,1967,62099255,729403389,667304134,Sean Connery
1,Bonnie and Clyde,Warren Beatty|Faye Dunaway|Michael J. Pollard|Gene Wilder|Gene Hackman,111,Crime|Drama,2067-07-18,1967,16341909,331413921,315072012,Warren Beatty
0,Cool Hand Luke,Paul Newman|George Kennedy|Luke Askew|Morgan Woodward|Harry Dean Stanton,126,Crime|Drama,2067-06-22,1967,19610291,106011750,86401459,Paul Newman
0,Wait Until Dark,"Audrey Hepburn|Alan Arkin|Richard Crenna|Efrem Zimbalist, Jr.|Jack Weston",108,Crime|Drama|Thriller,2067-10-26,1967,26147054,71904401,45757347,Audrey Hepburn
0,The Dirty Dozen,Lee Marvin|Ernest Borgnine|Charles Bronson|Jim Brown|John Cassavetes,150,Action|Adventure|War,2067-06-15,1967,163419093,296115397,132696304,Lee Marvin
0,In the Heat of the Night,Sidney Poitier|Rod Steiger|Warren Oates|Lee Grant|Larry Gates,109,Crime|Drama|Mystery|Thriller,2067-08-02,1967,13073527,178976447,165902920,Sidney Poitier
0,Guess Who's Coming to Dinner,Spencer Tracy|Sidney Poitier|Katharine Hepburn|Katharine Houghton|Isabel Sanford,108,Comedy|Drama|Romance,2067-12-11,1967,26147054,370416614,344269560,Spencer Tracy
0,Doctor Dolittle,Rex Harrison|Samantha Eggar|Richard Attenborough|Anthony Newley|Peter Bull,152,Adventure|Fantasy|Comedy|Family|Music,2067-12-19,1967,117661747,58830873,-58830874,Rex Harrison
0,Valley of the Dolls,Barbara Parkins|Patty Duke|Sharon Tate|Paul Burke|Tony Scotti,123,Music|Drama|Romance,2067-12-27,1967,32683818,326838186,294154368,Barbara Parkins
0,A Countess from Hong Kong,Marlon Brando|Sophia Loren|Tippi Hedren|Sydney Chaplin|Charles Chaplin,120,Comedy|Romance,2067-01-05,1967,22878673,13073527,-9805146,Marlon Brando
2,From Russia With Love,Sean Connery|Daniela Bianchi|Lotte Lenya|Robert Shaw|Bernard Lee,115,Action|Thriller|Adventure,2063-10-11,1963,17800448,561773358,543972910,Sean Connery
1,The Birds,Tippi Hedren|Rod Taylor|Suzanne Pleshette|Veronica Cartwright|Ethel Griffies,119,Horror,2063-03-28,1963,17800448,81195171,63394723,Tippi Hedren
0,Charade,Cary Grant|Audrey Hepburn|Walter Matthau|James Coburn|George Kennedy,113,Comedy|Mystery|Romance|Thriller,2063-12-05,1963,28480717,95941483,67460766,Cary Grant
0,Cleopatra,Elizabeth Taylor|Richard Burton|Rex Harrison|Roddy McDowall|Martin Landau,248,Drama|History|Romance,2063-06-12,1963,221544381,411190358,189645977,Elizabeth Taylor
0,The Great Escape,Steve McQueen|James Garner|Richard Attenborough|James Donald|Charles Bronson,172,Adventure|Drama|History|Thriller|War,2063-06-20,1963,28480717,35600896,7120179,Steve McQueen
0,55 Days at Peking,Charlton Heston|Ava Gardner|David Niven|Burt Kwouk|Flora Robson,154,Action|Drama|History,2063-05-06,1963,121043049,71201793,-49841256,Charlton Heston
2,Aliens,Sigourney Weaver|Carrie Henn|Michael Biehn|Lance Henriksen|Paul Reiser,137,Horror|Action|Thriller|Science Fiction,1986-07-18,1986,36804018,260732097,223928079,Sigourney Weaver
1,Highlander,Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney,116,Adventure|Action|Fantasy,1986-03-07,1986,31830502,11737497,-20093005,Christopher Lambert
1,Platoon,Tom Berenger|Charlie Sheen|Willem Dafoe|Forest Whitaker|John C. McGinley,120,Drama|War|Action,1986-12-18,1986,11936438,275593594,263657156,Tom Berenger
1,Top Gun,Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt,110,Drama|Action|Romance,1986-05-16,1986,29841096,709881085,680039989,Tom Cruise
